id,Date,Year,Quarter,Month,Week,Country,Commodity Type,Commodity Category,Commodity,Movement,Units
4420,2013-12-30T00:00:00.000Z,2013,1,1,1,Canada,I,Intermodal Traffic,IC,Received,277.0
4421,2013-12-30T00:00:00.000Z,2013,1,1,1,Canada,I,Intermodal Traffic,IT,Received,416.0
4422,2014-01-06T00:00:00.000Z,2014,1,1,2,Canada,C,Carload Traffic,10,Originated,2178.0
4423,2014-01-06T00:00:00.000Z,2014,1,1,2,Canada,I,Intermodal Traffic,IC,Originated,31744.0
4424,2014-01-06T00:00:00.000Z,2014,1,1,2,Canada,I,Intermodal Traffic,IT,Originated,549.0
4425,2014-01-06T00:00:00.000Z,2014,1,1,2,Canada,C,Carload Traffic,10,Received,152.0
4426,2014-01-06T00:00:00.000Z,2014,1,1,2,Canada,I,Intermodal Traffic,IC,Received,145.0
4427,2014-01-06T00:00:00.000Z,2014,1,1,2,Canada,I,Intermodal Traffic,IT,Received,
4428,2014-01-13T00:00:00.000Z,2014,1,1,3,Canada,C,Carload Traffic,10,Originated,2464.0
4429,2014-01-13T00:00:00.000Z,2014,1,1,3,Canada,I,Intermodal Traffic,IC,Originated,47567.0
4430,2014-01-13T00:00:00.000Z,2014,1,1,3,Canada,I,Intermodal Traffic,IT,Originated,734.0
4431,2014-01-13T00:00:00.000Z,2014,1,1,3,Canada,C,Carload Traffic,10,Received,225.0
4432,2014-01-13T00:00:00.000Z,2014,1,1,3,Canada,I,Intermodal Traffic,IC,Received,712.0
4433,2014-01-13T00:00:00.000Z,2014,1,1,3,Canada,I,Intermodal Traffic,IT,Received,736.0
4434,2014-01-20T00:00:00.000Z,2014,1,1,4,Canada,C,Carload Traffic,10,Originated,3636.0
4435,2014-01-20T00:00:00.000Z,2014,1,1,4,Canada,I,Intermodal Traffic,IC,Originated,30940.0
4436,2014-01-20T00:00:00.000Z,2014,1,1,4,Canada,I,Intermodal Traffic,IT,Originated,341.0
4437,2014-01-20T00:00:00.000Z,2014,1,1,4,Canada,C,Carload Traffic,10,Received,198.0
4438,2014-01-20T00:00:00.000Z,2014,1,1,4,Canada,I,Intermodal Traffic,IC,Received,
4439,2014-01-20T00:00:00.000Z,2014,1,1,4,Canada,I,Intermodal Traffic,IT,Received,375.0
4440,2014-01-27T00:00:00.000Z,2014,1,1,5,Canada,C,Carload Traffic,10,Originated,1858.0
4441,2014-01-27T00:00:00.000Z,2014,1,1,5,Canada,I,Intermodal Traffic,IC,Originated,
4442,2014-01-27T00:00:00.000Z,2014,1,1,5,Canada,I,Intermodal Traffic,IT,Originated,603.0
4443,2014-01-27T00:00:00.000Z,2014,1,1,5,Canada,C,Carload Traffic,10,Received,293.0
4444,2014-01-27T00:00:00.000Z,2014,1,1,5,Canada,I,Intermodal Traffic,IC,Received,357.0
4445,2014-01-27T00:00:00.000Z,2014,1,1,5,Canada,I,Intermodal Traffic,IT,Received,
4446,2014-02-03T00:00:00.000Z,2014,1,2,6,Canada,C,Carload Traffic,10,Originated,1922.0
4447,2014-02-03T00:00:00.000Z,2014,1,2,6,Canada,I,Intermodal Traffic,IC,Originated,33835.0
4448,2014-02-03T00:00:00.000Z,2014,1,2,6,Canada,I,Intermodal Traffic,IT,Originated,605.0
4449,2014-02-03T00:00:00.000Z,2014,1,2,6,Canada,C,Carload Traffic,10,Received,224.0
4450,2014-02-03T00:00:00.000Z,2014,1,2,6,Canada,I,Intermodal Traffic,IC,Received,454.0
4451,2014-02-03T00:00:00.000Z,2014,1,2,6,Canada,I,Intermodal Traffic,IT,Received,262.0
4452,2014-02-10T00:00:00.000Z,2014,1,2,7,Canada,C,Carload Traffic,10,Originated,2198.0
4453,2014-02-10T00:00:00.000Z,2014,1,2,7,Canada,I,Intermodal Traffic,IC,Originated,47758.0
4454,2014-02-10T00:00:00.000Z,2014,1,2,7,Canada,I,Intermodal Traffic,IT,Originated,
4455,2014-02-10T00:00:00.000Z,2014,1,2,7,Canada,C,Carload Traffic,10,Received,209.0
4456,2014-02-10T00:00:00.000Z,2014,1,2,7,Canada,I,Intermodal Traffic,IC,Received,373.0
4457,2014-02-10T00:00:00.000Z,2014,1,2,7,Canada,I,Intermodal Traffic,IT,Received,
4458,2014-02-17T00:00:00.000Z,2014,1,2,8,Canada,C,Carload Traffic,10,Originated,
4459,2014-02-17T00:00:00.000Z,2014,1,2,8,Canada,I,Intermodal Traffic,IC,Originated,37404.0
4460,2014-02-17T00:00:00.000Z,2014,1,2,8,Canada,I,Intermodal Traffic,IT,Originated,548.0
4461,2014-02-17T00:00:00.000Z,2014,1,2,8,Canada,C,Carload Traffic,10,Received,249.0
4462,2014-02-17T00:00:00.000Z,2014,1,2,8,Canada,I,Intermodal Traffic,IC,Received,
4463,2014-02-17T00:00:00.000Z,2014,1,2,8,Canada,I,Intermodal Traffic,IT,Received,316.0
4464,2014-02-24T00:00:00.000Z,2014,1,2,9,Canada,C,Carload Traffic,10,Originated,1500.0
4465,2014-02-24T00:00:00.000Z,2014,1,2,9,Canada,I,Intermodal Traffic,IC,Originated,40102.0
4466,2014-02-24T00:00:00.000Z,2014,1,2,9,Canada,I,Intermodal Traffic,IT,Originated,709.0
4467,2014-02-24T00:00:00.000Z,2014,1,2,9,Canada,C,Carload Traffic,10,Received,266.0
4468,2014-02-24T00:00:00.000Z,2014,1,2,9,Canada,I,Intermodal Traffic,IC,Received,536.0
4469,2014-02-24T00:00:00.000Z,2014,1,2,9,Canada,I,Intermodal Traffic,IT,Received,385.0
4470,2014-03-03T00:00:00.000Z,2014,1,3,10,Canada,C,Carload Traffic,10,Originated,
4471,2014-03-03T00:00:00.000Z,2014,1,3,10,Canada,I,Intermodal Traffic,IC,Originated,41440.0
4472,2014-03-03T00:00:00.000Z,2014,1,3,10,Canada,I,Intermodal Traffic,IT,Originated,
4473,2014-03-03T00:00:00.000Z,2014,1,3,10,Canada,C,Carload Traffic,10,Received,
4474,2014-03-03T00:00:00.000Z,2014,1,3,10,Canada,I,Intermodal Traffic,IC,Received,393.0
4475,2014-03-03T00:00:00.000Z,2014,1,3,10,Canada,I,Intermodal Traffic,IT,Received,359.0
4476,2014-03-10T00:00:00.000Z,2014,1,3,11,Canada,C,Carload Traffic,10,Originated,2408.0
4477,2014-03-10T00:00:00.000Z,2014,1,3,11,Canada,I,Intermodal Traffic,IC,Originated,
4478,2014-03-10T00:00:00.000Z,2014,1,3,11,Canada,I,Intermodal Traffic,IT,Originated,742.0
4479,2014-03-10T00:00:00.000Z,2014,1,3,11,Canada,C,Carload Traffic,10,Received,236.0
4480,2014-03-10T00:00:00.000Z,2014,1,3,11,Canada,I,Intermodal Traffic,IC,Received,
4481,2014-03-10T00:00:00.000Z,2014,1,3,11,Canada,I,Intermodal Traffic,IT,Received,449.0
4482,2014-03-17T00:00:00.000Z,2014,1,3,12,Canada,C,Carload Traffic,10,Originated,2564.0
4483,2014-03-17T00:00:00.000Z,2014,1,3,12,Canada,I,Intermodal Traffic,IC,Originated,40563.0
4484,2014-03-17T00:00:00.000Z,2014,1,3,12,Canada,I,Intermodal Traffic,IT,Originated,547.0
4485,2014-03-17T00:00:00.000Z,2014,1,3,12,Canada,C,Carload Traffic,10,Received,
4486,2014-03-17T00:00:00.000Z,2014,1,3,12,Canada,I,Intermodal Traffic,IC,Received,665.0
4487,2014-03-17T00:00:00.000Z,2014,1,3,12,Canada,I,Intermodal Traffic,IT,Received,483.0
4488,2014-03-24T00:00:00.000Z,2014,1,3,13,Canada,C,Carload Traffic,10,Originated,2473.0
4489,2014-03-24T00:00:00.000Z,2014,1,3,13,Canada,I,Intermodal Traffic,IC,Originated,28426.0
4490,2014-03-24T00:00:00.000Z,2014,1,3,13,Canada,I,Intermodal Traffic,IT,Originated,
4491,2014-03-24T00:00:00.000Z,2014,1,3,13,Canada,C,Carload Traffic,10,Received,320.0
4492,2014-03-24T00:00:00.000Z,2014,1,3,13,Canada,I,Intermodal Traffic,IC,Received,
4493,2014-03-24T00:00:00.000Z,2014,1,3,13,Canada,I,Intermodal Traffic,IT,Received,198.0
4494,2014-03-31T00:00:00.000Z,2014,2,4,14,Canada,C,Carload Traffic,10,Originated,2022.0
4495,2014-03-31T00:00:00.000Z,2014,2,4,14,Canada,I,Intermodal Traffic,IC,Originated,31162.0
4496,2014-03-31T00:00:00.000Z,2014,2,4,14,Canada,I,Intermodal Traffic,IT,Originated,776.0
4497,2014-03-31T00:00:00.000Z,2014,2,4,14,Canada,C,Carload Traffic,10,Received,258.0
4498,2014-03-31T00:00:00.000Z,2014,2,4,14,Canada,I,Intermodal Traffic,IC,Received,299.0
4499,2014-03-31T00:00:00.000Z,2014,2,4,14,Canada,I,Intermodal Traffic,IT,Received,330.0
4500,2014-04-07T00:00:00.000Z,2014,2,4,15,Canada,C,Carload Traffic,10,Originated,2672.0
4501,2014-04-07T00:00:00.000Z,2014,2,4,15,Canada,I,Intermodal Traffic,IC,Originated,48330.0
4502,2014-04-07T00:00:00.000Z,2014,2,4,15,Canada,I,Intermodal Traffic,IT,Originated,613.0
4503,2014-04-07T00:00:00.000Z,2014,2,4,15,Canada,C,Carload Traffic,10,Received,
4504,2014-04-07T00:00:00.000Z,2014,2,4,15,Canada,I,Intermodal Traffic,IC,Received,478.0
4505,2014-04-07T00:00:00.000Z,2014,2,4,15,Canada,I,Intermodal Traffic,IT,Received,423.0
4506,2014-04-14T00:00:00.000Z,2014,2,4,16,Canada,C,Carload Traffic,10,Originated,2567.0
4507,2014-04-14T00:00:00.000Z,2014,2,4,16,Canada,I,Intermodal Traffic,IC,Originated,55526.0
4508,2014-04-14T00:00:00.000Z,2014,2,4,16,Canada,I,Intermodal Traffic,IT,Originated,
4509,2014-04-14T00:00:00.000Z,2014,2,4,16,Canada,C,Carload Traffic,10,Received,309.0
4510,2014-04-14T00:00:00.000Z,2014,2,4,16,Canada,I,Intermodal Traffic,IC,Received,
4511,2014-04-14T00:00:00.000Z,2014,2,4,16,Canada,I,Intermodal Traffic,IT,Received,
4512,2014-04-21T00:00:00.000Z,2014,2,4,17,Canada,C,Carload Traffic,10,Originated,2550.0
4513,2014-04-21T00:00:00.000Z,2014,2,4,17,Canada,I,Intermodal Traffic,IC,Originated,46763.0
4514,2014-04-21T00:00:00.000Z,2014,2,4,17,Canada,I,Intermodal Traffic,IT,Originated,517.0
4515,2014-04-21T00:00:00.000Z,2014,2,4,17,Canada,C,Carload Traffic,10,Received,282.0
4516,2014-04-21T00:00:00.000Z,2014,2,4,17,Canada,I,Intermodal Traffic,IC,Received,306.0
4517,2014-04-21T00:00:00.000Z,2014,2,4,17,Canada,I,Intermodal Traffic,IT,Received,304.0
4518,2014-04-28T00:00:00.000Z,2014,2,4,18,Canada,C,Carload Traffic,10,Originated,2638.0
4519,2014-04-28T00:00:00.000Z,2014,2,4,18,Canada,I,Intermodal Traffic,IC,Originated,
4520,2014-04-28T00:00:00.000Z,2014,2,4,18,Canada,I,Intermodal Traffic,IT,Originated,663.0
4521,2014-04-28T00:00:00.000Z,2014,2,4,18,Canada,C,Carload Traffic,10,Received,388.0
4522,2014-04-28T00:00:00.000Z,2014,2,4,18,Canada,I,Intermodal Traffic,IC,Received,742.0
4523,2014-04-28T00:00:00.000Z,2014,2,4,18,Canada,I,Intermodal Traffic,IT,Received,647.0
4524,2014-05-05T00:00:00.000Z,2014,2,5,19,Canada,C,Carload Traffic,10,Originated,
4525,2014-05-05T00:00:00.000Z,2014,2,5,19,Canada,I,Intermodal Traffic,IC,Originated,42121.0
4526,2014-05-05T00:00:00.000Z,2014,2,5,19,Canada,I,Intermodal Traffic,IT,Originated,
4527,2014-05-05T00:00:00.000Z,2014,2,5,19,Canada,C,Carload Traffic,10,Received,315.0
4528,2014-05-05T00:00:00.000Z,2014,2,5,19,Canada,I,Intermodal Traffic,IC,Received,
4529,2014-05-05T00:00:00.000Z,2014,2,5,19,Canada,I,Intermodal Traffic,IT,Received,459.0
4530,2014-05-12T00:00:00.000Z,2014,2,5,20,Canada,C,Carload Traffic,10,Originated,2184.0
4531,2014-05-12T00:00:00.000Z,2014,2,5,20,Canada,I,Intermodal Traffic,IC,Originated,37646.0
4532,2014-05-12T00:00:00.000Z,2014,2,5,20,Canada,I,Intermodal Traffic,IT,Originated,
4533,2014-05-12T00:00:00.000Z,2014,2,5,20,Canada,C,Carload Traffic,10,Received,
4534,2014-05-12T00:00:00.000Z,2014,2,5,20,Canada,I,Intermodal Traffic,IC,Received,
4535,2014-05-12T00:00:00.000Z,2014,2,5,20,Canada,I,Intermodal Traffic,IT,Received,618.0
4536,2014-05-19T00:00:00.000Z,2014,2,5,21,Canada,C,Carload Traffic,10,Originated,2651.0
4537,2014-05-19T00:00:00.000Z,2014,2,5,21,Canada,I,Intermodal Traffic,IC,Originated,38594.0
4538,2014-05-19T00:00:00.000Z,2014,2,5,21,Canada,I,Intermodal Traffic,IT,Originated,
4539,2014-05-19T00:00:00.000Z,2014,2,5,21,Canada,C,Carload Traffic,10,Received,378.0
4540,2014-05-19T00:00:00.000Z,2014,2,5,21,Canada,I,Intermodal Traffic,IC,Received,564.0
4541,2014-05-19T00:00:00.000Z,2014,2,5,21,Canada,I,Intermodal Traffic,IT,Received,511.0
4542,2014-05-26T00:00:00.000Z,2014,2,5,22,Canada,C,Carload Traffic,10,Originated,
4543,2014-05-26T00:00:00.000Z,2014,2,5,22,Canada,I,Intermodal Traffic,IC,Originated,42191.0
4544,2014-05-26T00:00:00.000Z,2014,2,5,22,Canada,I,Intermodal Traffic,IT,Originated,473.0
4545,2014-05-26T00:00:00.000Z,2014,2,5,22,Canada,C,Carload Traffic,10,Received,298.0
4546,2014-05-26T00:00:00.000Z,2014,2,5,22,Canada,I,Intermodal Traffic,IC,Received,319.0
4547,2014-05-26T00:00:00.000Z,2014,2,5,22,Canada,I,Intermodal Traffic,IT,Received,389.0
4548,2014-06-02T00:00:00.000Z,2014,2,6,23,Canada,C,Carload Traffic,10,Originated,2730.0
4549,2014-06-02T00:00:00.000Z,2014,2,6,23,Canada,I,Intermodal Traffic,IC,Originated,46251.0
4550,2014-06-02T00:00:00.000Z,2014,2,6,23,Canada,I,Intermodal Traffic,IT,Originated,676.0
4551,2014-06-02T00:00:00.000Z,2014,2,6,23,Canada,C,Carload Traffic,10,Received,252.0
4552,2014-06-02T00:00:00.000Z,2014,2,6,23,Canada,I,Intermodal Traffic,IC,Received,
4553,2014-06-02T00:00:00.000Z,2014,2,6,23,Canada,I,Intermodal Traffic,IT,Received,
4554,2014-06-09T00:00:00.000Z,2014,2,6,24,Canada,C,Carload Traffic,10,Originated,2324.0
4555,2014-06-09T00:00:00.000Z,2014,2,6,24,Canada,I,Intermodal Traffic,IC,Originated,51309.0
4556,2014-06-09T00:00:00.000Z,2014,2,6,24,Canada,I,Intermodal Traffic,IT,Originated,505.0
4557,2014-06-09T00:00:00.000Z,2014,2,6,24,Canada,C,Carload Traffic,10,Received,259.0
4558,2014-06-09T00:00:00.000Z,2014,2,6,24,Canada,I,Intermodal Traffic,IC,Received,512.0
4559,2014-06-09T00:00:00.000Z,2014,2,6,24,Canada,I,Intermodal Traffic,IT,Received,625.0
4560,2014-06-16T00:00:00.000Z,2014,2,6,25,Canada,C,Carload Traffic,10,Originated,2723.0
4561,2014-06-16T00:00:00.000Z,2014,2,6,25,Canada,I,Intermodal Traffic,IC,Originated,31097.0
4562,2014-06-16T00:00:00.000Z,2014,2,6,25,Canada,I,Intermodal Traffic,IT,Originated,801.0
4563,2014-06-16T00:00:00.000Z,2014,2,6,25,Canada,C,Carload Traffic,10,Received,
4564,2014-06-16T00:00:00.000Z,2014,2,6,25,Canada,I,Intermodal Traffic,IC,Received,502.0
4565,2014-06-16T00:00:00.000Z,2014,2,6,25,Canada,I,Intermodal Traffic,IT,Received,273.0
4566,2014-06-23T00:00:00.000Z,2014,2,6,26,Canada,C,Carload Traffic,10,Originated,
4567,2014-06-23T00:00:00.000Z,2014,2,6,26,Canada,I,Intermodal Traffic,IC,Originated,
4568,2014-06-23T00:00:00.000Z,2014,2,6,26,Canada,I,Intermodal Traffic,IT,Originated,
4569,2014-06-23T00:00:00.000Z,2014,2,6,26,Canada,C,Carload Traffic,10,Received,199.0
4570,2014-06-23T00:00:00.000Z,2014,2,6,26,Canada,I,Intermodal Traffic,IC,Received,
4571,2014-06-23T00:00:00.000Z,2014,2,6,26,Canada,I,Intermodal Traffic,IT,Received,426.0
4572,2014-06-30T00:00:00.000Z,2014,3,7,27,Canada,C,Carload Traffic,10,Originated,2541.0
4573,2014-06-30T00:00:00.000Z,2014,3,7,27,Canada,I,Intermodal Traffic,IC,Originated,41600.0
4574,2014-06-30T00:00:00.000Z,2014,3,7,27,Canada,I,Intermodal Traffic,IT,Originated,
4575,2014-06-30T00:00:00.000Z,2014,3,7,27,Canada,C,Carload Traffic,10,Received,
4576,2014-06-30T00:00:00.000Z,2014,3,7,27,Canada,I,Intermodal Traffic,IC,Received,
4577,2014-06-30T00:00:00.000Z,2014,3,7,27,Canada,I,Intermodal Traffic,IT,Received,463.0
4578,2014-07-07T00:00:00.000Z,2014,3,7,28,Canada,C,Carload Traffic,10,Originated,2583.0
4579,2014-07-07T00:00:00.000Z,2014,3,7,28,Canada,I,Intermodal Traffic,IC,Originated,21074.0
4580,2014-07-07T00:00:00.000Z,2014,3,7,28,Canada,I,Intermodal Traffic,IT,Originated,
4581,2014-07-07T00:00:00.000Z,2014,3,7,28,Canada,C,Carload Traffic,10,Received,211.0
4582,2014-07-07T00:00:00.000Z,2014,3,7,28,Canada,I,Intermodal Traffic,IC,Received,267.0
4583,2014-07-07T00:00:00.000Z,2014,3,7,28,Canada,I,Intermodal Traffic,IT,Received,
4584,2014-07-14T00:00:00.000Z,2014,3,7,29,Canada,C,Carload Traffic,10,Originated,4040.0
4585,2014-07-14T00:00:00.000Z,2014,3,7,29,Canada,I,Intermodal Traffic,IC,Originated,
4586,2014-07-14T00:00:00.000Z,2014,3,7,29,Canada,I,Intermodal Traffic,IT,Originated,665.0
4587,2014-07-14T00:00:00.000Z,2014,3,7,29,Canada,C,Carload Traffic,10,Received,255.0
4588,2014-07-14T00:00:00.000Z,2014,3,7,29,Canada,I,Intermodal Traffic,IC,Received,626.0
4589,2014-07-14T00:00:00.000Z,2014,3,7,29,Canada,I,Intermodal Traffic,IT,Received,436.0
4590,2014-07-21T00:00:00.000Z,2014,3,7,30,Canada,C,Carload Traffic,10,Originated,2775.0
4591,2014-07-21T00:00:00.000Z,2014,3,7,30,Canada,I,Intermodal Traffic,IC,Originated,45495.0
4592,2014-07-21T00:00:00.000Z,2014,3,7,30,Canada,I,Intermodal Traffic,IT,Originated,710.0
4593,2014-07-21T00:00:00.000Z,2014,3,7,30,Canada,C,Carload Traffic,10,Received,
4594,2014-07-21T00:00:00.000Z,2014,3,7,30,Canada,I,Intermodal Traffic,IC,Received,
4595,2014-07-21T00:00:00.000Z,2014,3,7,30,Canada,I,Intermodal Traffic,IT,Received,547.0
4596,2014-07-28T00:00:00.000Z,2014,3,7,31,Canada,C,Carload Traffic,10,Originated,2085.0
4597,2014-07-28T00:00:00.000Z,2014,3,7,31,Canada,I,Intermodal Traffic,IC,Originated,31244.0
4598,2014-07-28T00:00:00.000Z,2014,3,7,31,Canada,I,Intermodal Traffic,IT,Originated,538.0
4599,2014-07-28T00:00:00.000Z,2014,3,7,31,Canada,C,Carload Traffic,10,Received,213.0
4600,2014-07-28T00:00:00.000Z,2014,3,7,31,Canada,I,Intermodal Traffic,IC,Received,528.0
4601,2014-07-28T00:00:00.000Z,2014,3,7,31,Canada,I,Intermodal Traffic,IT,Received,
4602,2014-08-04T00:00:00.000Z,2014,3,8,32,Canada,C,Carload Traffic,10,Originated,
4603,2014-08-04T00:00:00.000Z,2014,3,8,32,Canada,I,Intermodal Traffic,IC,Originated,28003.0
4604,2014-08-04T00:00:00.000Z,2014,3,8,32,Canada,I,Intermodal Traffic,IT,Originated,
4605,2014-08-04T00:00:00.000Z,2014,3,8,32,Canada,C,Carload Traffic,10,Received,212.0
4606,2014-08-04T00:00:00.000Z,2014,3,8,32,Canada,I,Intermodal Traffic,IC,Received,426.0
4607,2014-08-04T00:00:00.000Z,2014,3,8,32,Canada,I,Intermodal Traffic,IT,Received,
4608,2014-08-11T00:00:00.000Z,2014,3,8,33,Canada,C,Carload Traffic,10,Originated,2181.0
4609,2014-08-11T00:00:00.000Z,2014,3,8,33,Canada,I,Intermodal Traffic,IC,Originated,32961.0
4610,2014-08-11T00:00:00.000Z,2014,3,8,33,Canada,I,Intermodal Traffic,IT,Originated,
4611,2014-08-11T00:00:00.000Z,2014,3,8,33,Canada,C,Carload Traffic,10,Received,
4612,2014-08-11T00:00:00.000Z,2014,3,8,33,Canada,I,Intermodal Traffic,IC,Received,
4613,2014-08-11T00:00:00.000Z,2014,3,8,33,Canada,I,Intermodal Traffic,IT,Received,539.0
4614,2014-08-18T00:00:00.000Z,2014,3,8,34,Canada,C,Carload Traffic,10,Originated,2955.0
4615,2014-08-18T00:00:00.000Z,2014,3,8,34,Canada,I,Intermodal Traffic,IC,Originated,49755.0
4616,2014-08-18T00:00:00.000Z,2014,3,8,34,Canada,I,Intermodal Traffic,IT,Originated,798.0
4617,2014-08-18T00:00:00.000Z,2014,3,8,34,Canada,C,Carload Traffic,10,Received,
4618,2014-08-18T00:00:00.000Z,2014,3,8,34,Canada,I,Intermodal Traffic,IC,Received,1051.0
4619,2014-08-18T00:00:00.000Z,2014,3,8,34,Canada,I,Intermodal Traffic,IT,Received,347.0
4620,2014-08-25T00:00:00.000Z,2014,3,8,35,Canada,C,Carload Traffic,10,Originated,2520.0
4621,2014-08-25T00:00:00.000Z,2014,3,8,35,Canada,I,Intermodal Traffic,IC,Originated,
4622,2014-08-25T00:00:00.000Z,2014,3,8,35,Canada,I,Intermodal Traffic,IT,Originated,
4623,2014-08-25T00:00:00.000Z,2014,3,8,35,Canada,C,Carload Traffic,10,Received,218.0
4624,2014-08-25T00:00:00.000Z,2014,3,8,35,Canada,I,Intermodal Traffic,IC,Received,
4625,2014-08-25T00:00:00.000Z,2014,3,8,35,Canada,I,Intermodal Traffic,IT,Received,353.0
4626,2014-09-01T00:00:00.000Z,2014,3,9,36,Canada,C,Carload Traffic,10,Originated,1745.0
4627,2014-09-01T00:00:00.000Z,2014,3,9,36,Canada,I,Intermodal Traffic,IC,Originated,39860.0
4628,2014-09-01T00:00:00.000Z,2014,3,9,36,Canada,I,Intermodal Traffic,IT,Originated,309.0
4629,2014-09-01T00:00:00.000Z,2014,3,9,36,Canada,C,Carload Traffic,10,Received,235.0
4630,2014-09-01T00:00:00.000Z,2014,3,9,36,Canada,I,Intermodal Traffic,IC,Received,487.0
4631,2014-09-01T00:00:00.000Z,2014,3,9,36,Canada,I,Intermodal Traffic,IT,Received,389.0
4632,2014-09-08T00:00:00.000Z,2014,3,9,37,Canada,C,Carload Traffic,10,Originated,2395.0
4633,2014-09-08T00:00:00.000Z,2014,3,9,37,Canada,I,Intermodal Traffic,IC,Originated,30484.0
4634,2014-09-08T00:00:00.000Z,2014,3,9,37,Canada,I,Intermodal Traffic,IT,Originated,778.0
4635,2014-09-08T00:00:00.000Z,2014,3,9,37,Canada,C,Carload Traffic,10,Received,290.0
4636,2014-09-08T00:00:00.000Z,2014,3,9,37,Canada,I,Intermodal Traffic,IC,Received,557.0
4637,2014-09-08T00:00:00.000Z,2014,3,9,37,Canada,I,Intermodal Traffic,IT,Received,
4638,2014-09-15T00:00:00.000Z,2014,3,9,38,Canada,C,Carload Traffic,10,Originated,2527.0
4639,2014-09-15T00:00:00.000Z,2014,3,9,38,Canada,I,Intermodal Traffic,IC,Originated,44425.0
4640,2014-09-15T00:00:00.000Z,2014,3,9,38,Canada,I,Intermodal Traffic,IT,Originated,703.0
4641,2014-09-15T00:00:00.000Z,2014,3,9,38,Canada,C,Carload Traffic,10,Received,167.0
4642,2014-09-15T00:00:00.000Z,2014,3,9,38,Canada,I,Intermodal Traffic,IC,Received,806.0
4643,2014-09-15T00:00:00.000Z,2014,3,9,38,Canada,I,Intermodal Traffic,IT,Received,262.0
4644,2014-09-22T00:00:00.000Z,2014,3,9,39,Canada,C,Carload Traffic,10,Originated,2372.0
4645,2014-09-22T00:00:00.000Z,2014,3,9,39,Canada,I,Intermodal Traffic,IC,Originated,50179.0
4646,2014-09-22T00:00:00.000Z,2014,3,9,39,Canada,I,Intermodal Traffic,IT,Originated,511.0
4647,2014-09-22T00:00:00.000Z,2014,3,9,39,Canada,C,Carload Traffic,10,Received,
4648,2014-09-22T00:00:00.000Z,2014,3,9,39,Canada,I,Intermodal Traffic,IC,Received,553.0
4649,2014-09-22T00:00:00.000Z,2014,3,9,39,Canada,I,Intermodal Traffic,IT,Received,440.0
4650,2014-09-29T00:00:00.000Z,2014,4,10,40,Canada,C,Carload Traffic,10,Originated,
4651,2014-09-29T00:00:00.000Z,2014,4,10,40,Canada,I,Intermodal Traffic,IC,Originated,37883.0
4652,2014-09-29T00:00:00.000Z,2014,4,10,40,Canada,I,Intermodal Traffic,IT,Originated,
4653,2014-09-29T00:00:00.000Z,2014,4,10,40,Canada,C,Carload Traffic,10,Received,181.0
4654,2014-09-29T00:00:00.000Z,2014,4,10,40,Canada,I,Intermodal Traffic,IC,Received,293.0
4655,2014-09-29T00:00:00.000Z,2014,4,10,40,Canada,I,Intermodal Traffic,IT,Received,434.0
4656,2014-10-06T00:00:00.000Z,2014,4,10,41,Canada,C,Carload Traffic,10,Originated,3648.0
4657,2014-10-06T00:00:00.000Z,2014,4,10,41,Canada,I,Intermodal Traffic,IC,Originated,44298.0
4658,2014-10-06T00:00:00.000Z,2014,4,10,41,Canada,I,Intermodal Traffic,IT,Originated,773.0
4659,2014-10-06T00:00:00.000Z,2014,4,10,41,Canada,C,Carload Traffic,10,Received,271.0
4660,2014-10-06T00:00:00.000Z,2014,4,10,41,Canada,I,Intermodal Traffic,IC,Received,339.0
4661,2014-10-06T00:00:00.000Z,2014,4,10,41,Canada,I,Intermodal Traffic,IT,Received,656.0
4662,2014-10-13T00:00:00.000Z,2014,4,10,42,Canada,C,Carload Traffic,10,Originated,3622.0
4663,2014-10-13T00:00:00.000Z,2014,4,10,42,Canada,I,Intermodal Traffic,IC,Originated,36581.0
4664,2014-10-13T00:00:00.000Z,2014,4,10,42,Canada,I,Intermodal Traffic,IT,Originated,
4665,2014-10-13T00:00:00.000Z,2014,4,10,42,Canada,C,Carload Traffic,10,Received,175.0
4666,2014-10-13T00:00:00.000Z,2014,4,10,42,Canada,I,Intermodal Traffic,IC,Received,551.0
4667,2014-10-13T00:00:00.000Z,2014,4,10,42,Canada,I,Intermodal Traffic,IT,Received,492.0
4668,2014-10-20T00:00:00.000Z,2014,4,10,43,Canada,C,Carload Traffic,10,Originated,3094.0
4669,2014-10-20T00:00:00.000Z,2014,4,10,43,Canada,I,Intermodal Traffic,IC,Originated,38230.0
4670,2014-10-20T00:00:00.000Z,2014,4,10,43,Canada,I,Intermodal Traffic,IT,Originated,488.0
4671,2014-10-20T00:00:00.000Z,2014,4,10,43,Canada,C,Carload Traffic,10,Received,213.0
4672,2014-10-20T00:00:00.000Z,2014,4,10,43,Canada,I,Intermodal Traffic,IC,Received,439.0
4673,2014-10-20T00:00:00.000Z,2014,4,10,43,Canada,I,Intermodal Traffic,IT,Received,450.0
4674,2014-10-27T00:00:00.000Z,2014,4,10,44,Canada,C,Carload Traffic,10,Originated,2434.0
4675,2014-10-27T00:00:00.000Z,2014,4,10,44,Canada,I,Intermodal Traffic,IC,Originated,47126.0
4676,2014-10-27T00:00:00.000Z,2014,4,10,44,Canada,I,Intermodal Traffic,IT,Originated,
4677,2014-10-27T00:00:00.000Z,2014,4,10,44,Canada,C,Carload Traffic,10,Received,203.0
